none[0.2056]  arg1_node[0.7903]  arg2_node[0.0041]  arg1_node
none[0.9985]  arg1_node[0.0009]  arg2_node[0.0006]  none
none[0.4188]  arg1_node[0.0003]  arg2_node[0.5809]  arg2_node
none[0.9974]  arg1_node[0.0000]  arg2_node[0.0026]  none
none[0.9974]  arg1_node[0.0000]  arg2_node[0.0026]  none
none[0.9862]  arg1_node[0.0000]  arg2_node[0.0137]  none
none[0.9974]  arg1_node[0.0000]  arg2_node[0.0026]  none
none[0.1057]  arg1_node[0.8940]  arg2_node[0.0003]  arg1_node
none[0.9987]  arg1_node[0.0005]  arg2_node[0.0009]  none
none[0.0734]  arg1_node[0.0011]  arg2_node[0.9256]  arg2_node
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9689]  arg1_node[0.0002]  arg2_node[0.0309]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9723]  arg1_node[0.0253]  arg2_node[0.0025]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9484]  arg1_node[0.0509]  arg2_node[0.0007]  none
none[0.9789]  arg1_node[0.0208]  arg2_node[0.0003]  none
none[0.9985]  arg1_node[0.0009]  arg2_node[0.0006]  none
none[0.9788]  arg1_node[0.0209]  arg2_node[0.0003]  none
none[0.9786]  arg1_node[0.0211]  arg2_node[0.0003]  none
none[0.9784]  arg1_node[0.0213]  arg2_node[0.0003]  none
none[0.9984]  arg1_node[0.0009]  arg2_node[0.0006]  none
none[0.9784]  arg1_node[0.0213]  arg2_node[0.0003]  none
none[0.9984]  arg1_node[0.0009]  arg2_node[0.0006]  none
none[0.9535]  arg1_node[0.0459]  arg2_node[0.0006]  none
none[0.3948]  arg1_node[0.6037]  arg2_node[0.0015]  arg1_node
none[0.2921]  arg1_node[0.7031]  arg2_node[0.0048]  arg1_node
none[0.9712]  arg1_node[0.0262]  arg2_node[0.0026]  none
none[0.9988]  arg1_node[0.0001]  arg2_node[0.0010]  none
none[0.0620]  arg1_node[0.0002]  arg2_node[0.9378]  arg2_node
none[0.9972]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9631]  arg1_node[0.0001]  arg2_node[0.0369]  none
none[0.9986]  arg1_node[0.0000]  arg2_node[0.0013]  none
none[0.9972]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9964]  arg1_node[0.0001]  arg2_node[0.0036]  none
none[0.9964]  arg1_node[0.0001]  arg2_node[0.0036]  none
none[0.9964]  arg1_node[0.0001]  arg2_node[0.0036]  none
none[0.9964]  arg1_node[0.0001]  arg2_node[0.0036]  none
none[0.9964]  arg1_node[0.0001]  arg2_node[0.0036]  none
none[0.9964]  arg1_node[0.0001]  arg2_node[0.0036]  none
none[0.2002]  arg1_node[0.7921]  arg2_node[0.0077]  arg1_node
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0014]  none
none[0.9518]  arg1_node[0.0422]  arg2_node[0.0060]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0014]  none
none[0.9950]  arg1_node[0.0035]  arg2_node[0.0015]  none
none[0.9974]  arg1_node[0.0002]  arg2_node[0.0024]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0014]  none
none[0.0275]  arg1_node[0.0002]  arg2_node[0.9724]  arg2_node
none[0.9936]  arg1_node[0.0001]  arg2_node[0.0064]  none
none[0.9177]  arg1_node[0.0001]  arg2_node[0.0823]  none
none[0.9935]  arg1_node[0.0001]  arg2_node[0.0064]  none
none[0.9804]  arg1_node[0.0194]  arg2_node[0.0002]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9807]  arg1_node[0.0191]  arg2_node[0.0002]  none
none[0.3095]  arg1_node[0.6864]  arg2_node[0.0040]  arg1_node
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9737]  arg1_node[0.0242]  arg2_node[0.0021]  none
none[0.9991]  arg1_node[0.0001]  arg2_node[0.0008]  none
none[0.0770]  arg1_node[0.0003]  arg2_node[0.9227]  arg2_node
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9705]  arg1_node[0.0000]  arg2_node[0.0294]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.3095]  arg1_node[0.6864]  arg2_node[0.0040]  arg1_node
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9987]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9737]  arg1_node[0.0242]  arg2_node[0.0021]  none
none[0.9991]  arg1_node[0.0001]  arg2_node[0.0008]  none
none[0.0770]  arg1_node[0.0003]  arg2_node[0.9227]  arg2_node
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9705]  arg1_node[0.0000]  arg2_node[0.0294]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9979]  arg1_node[0.0000]  arg2_node[0.0021]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.4561]  arg1_node[0.5344]  arg2_node[0.0095]  arg1_node
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.4098]  arg1_node[0.0509]  arg2_node[0.5393]  arg2_node
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.7348]  arg1_node[0.0357]  arg2_node[0.2295]  none
none[0.8788]  arg1_node[0.1078]  arg2_node[0.0134]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.9814]  arg1_node[0.0178]  arg2_node[0.0008]  none
none[0.9337]  arg1_node[0.0050]  arg2_node[0.0613]  none
none[0.9942]  arg1_node[0.0000]  arg2_node[0.0058]  none
none[0.9941]  arg1_node[0.0000]  arg2_node[0.0058]  none
none[0.0462]  arg1_node[0.9451]  arg2_node[0.0087]  arg1_node
none[0.6899]  arg1_node[0.0130]  arg2_node[0.2970]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9951]  arg1_node[0.0006]  arg2_node[0.0043]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.3505]  arg1_node[0.0003]  arg2_node[0.6492]  arg2_node
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9817]  arg1_node[0.0000]  arg2_node[0.0183]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.0397]  arg1_node[0.9544]  arg2_node[0.0059]  arg1_node
none[0.7345]  arg1_node[0.0163]  arg2_node[0.2492]  none
none[0.9981]  arg1_node[0.0013]  arg2_node[0.0006]  none
none[0.9959]  arg1_node[0.0007]  arg2_node[0.0034]  none
none[0.9981]  arg1_node[0.0013]  arg2_node[0.0006]  none
none[0.9981]  arg1_node[0.0013]  arg2_node[0.0006]  none
none[0.9981]  arg1_node[0.0013]  arg2_node[0.0006]  none
none[0.9981]  arg1_node[0.0013]  arg2_node[0.0006]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0006]  none
none[0.9981]  arg1_node[0.0013]  arg2_node[0.0006]  none
none[0.4063]  arg1_node[0.0004]  arg2_node[0.5933]  arg2_node
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9855]  arg1_node[0.0000]  arg2_node[0.0144]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.6627]  arg1_node[0.0327]  arg2_node[0.3045]  none
none[0.2249]  arg1_node[0.7512]  arg2_node[0.0238]  arg1_node
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.9973]  arg1_node[0.0009]  arg2_node[0.0018]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.5802]  arg1_node[0.0630]  arg2_node[0.3568]  none
none[0.9814]  arg1_node[0.0178]  arg2_node[0.0008]  none
none[0.9942]  arg1_node[0.0000]  arg2_node[0.0057]  none
none[0.9070]  arg1_node[0.0000]  arg2_node[0.0930]  none
none[0.9943]  arg1_node[0.0000]  arg2_node[0.0057]  none
none[0.9943]  arg1_node[0.0000]  arg2_node[0.0057]  none
none[0.1057]  arg1_node[0.8940]  arg2_node[0.0003]  arg1_node
none[0.9987]  arg1_node[0.0005]  arg2_node[0.0009]  none
none[0.0734]  arg1_node[0.0011]  arg2_node[0.9256]  arg2_node
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9689]  arg1_node[0.0002]  arg2_node[0.0309]  none
none[0.9987]  arg1_node[0.0002]  arg2_node[0.0011]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9723]  arg1_node[0.0253]  arg2_node[0.0025]  none
none[0.9963]  arg1_node[0.0014]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.2930]  arg1_node[0.6993]  arg2_node[0.0077]  arg1_node
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9698]  arg1_node[0.0260]  arg2_node[0.0042]  none
none[0.9953]  arg1_node[0.0036]  arg2_node[0.0011]  none
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9953]  arg1_node[0.0036]  arg2_node[0.0011]  none
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9982]  arg1_node[0.0001]  arg2_node[0.0016]  none
none[0.0396]  arg1_node[0.0002]  arg2_node[0.9602]  arg2_node
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9422]  arg1_node[0.0000]  arg2_node[0.0578]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0021]  none
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.7944]  arg1_node[0.1437]  arg2_node[0.0619]  none
none[0.1710]  arg1_node[0.6669]  arg2_node[0.1621]  arg1_node
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9983]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9718]  arg1_node[0.0274]  arg2_node[0.0007]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9983]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9983]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9983]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9983]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.1905]  arg1_node[0.0325]  arg2_node[0.7769]  arg2_node
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0028]  none
none[0.9956]  arg1_node[0.0012]  arg2_node[0.0032]  none
none[0.9972]  arg1_node[0.0000]  arg2_node[0.0028]  none
none[0.9972]  arg1_node[0.0000]  arg2_node[0.0028]  none
none[0.9972]  arg1_node[0.0000]  arg2_node[0.0028]  none
none[0.9972]  arg1_node[0.0000]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.6331]  arg1_node[0.3303]  arg2_node[0.0365]  none
none[0.2646]  arg1_node[0.7311]  arg2_node[0.0042]  arg1_node
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9675]  arg1_node[0.0300]  arg2_node[0.0025]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9989]  arg1_node[0.0002]  arg2_node[0.0010]  none
none[0.0636]  arg1_node[0.0003]  arg2_node[0.9361]  arg2_node
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9640]  arg1_node[0.0001]  arg2_node[0.0359]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9965]  arg1_node[0.0001]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0001]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0001]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0001]  arg2_node[0.0035]  none
none[0.2930]  arg1_node[0.6993]  arg2_node[0.0077]  arg1_node
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9980]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9698]  arg1_node[0.0260]  arg2_node[0.0042]  none
none[0.9982]  arg1_node[0.0001]  arg2_node[0.0016]  none
none[0.0396]  arg1_node[0.0002]  arg2_node[0.9602]  arg2_node
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9422]  arg1_node[0.0000]  arg2_node[0.0578]  none
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9957]  arg1_node[0.0000]  arg2_node[0.0042]  none
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.0419]  arg1_node[0.9515]  arg2_node[0.0066]  arg1_node
none[0.7245]  arg1_node[0.0152]  arg2_node[0.2603]  none
none[0.9981]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9958]  arg1_node[0.0006]  arg2_node[0.0036]  none
none[0.9981]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9981]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9981]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.3926]  arg1_node[0.0004]  arg2_node[0.6070]  arg2_node
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0029]  none
none[0.9847]  arg1_node[0.0000]  arg2_node[0.0153]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0029]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0029]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0029]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0029]  none
none[0.7094]  arg1_node[0.2901]  arg2_node[0.0004]  none
none[0.1057]  arg1_node[0.8940]  arg2_node[0.0003]  arg1_node
none[0.9987]  arg1_node[0.0005]  arg2_node[0.0009]  none
none[0.0734]  arg1_node[0.0011]  arg2_node[0.9256]  arg2_node
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9689]  arg1_node[0.0002]  arg2_node[0.0309]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9723]  arg1_node[0.0253]  arg2_node[0.0025]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9579]  arg1_node[0.0415]  arg2_node[0.0006]  none
none[0.9984]  arg1_node[0.0009]  arg2_node[0.0006]  none
none[0.9800]  arg1_node[0.0194]  arg2_node[0.0006]  none
none[0.9962]  arg1_node[0.0032]  arg2_node[0.0006]  none
none[0.6045]  arg1_node[0.3946]  arg2_node[0.0010]  none
none[0.9984]  arg1_node[0.0009]  arg2_node[0.0006]  none
none[0.4678]  arg1_node[0.5291]  arg2_node[0.0032]  arg1_node
none[0.9092]  arg1_node[0.0895]  arg2_node[0.0013]  none
none[0.9712]  arg1_node[0.0262]  arg2_node[0.0026]  none
none[0.9972]  arg1_node[0.0021]  arg2_node[0.0007]  none
none[0.9988]  arg1_node[0.0001]  arg2_node[0.0010]  none
none[0.0620]  arg1_node[0.0002]  arg2_node[0.9378]  arg2_node
none[0.9972]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9631]  arg1_node[0.0001]  arg2_node[0.0369]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0078]  none
none[0.9972]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9920]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.9972]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.1057]  arg1_node[0.8940]  arg2_node[0.0003]  arg1_node
none[0.9987]  arg1_node[0.0005]  arg2_node[0.0009]  none
none[0.0734]  arg1_node[0.0011]  arg2_node[0.9256]  arg2_node
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9689]  arg1_node[0.0002]  arg2_node[0.0309]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9723]  arg1_node[0.0253]  arg2_node[0.0025]  none
none[0.9963]  arg1_node[0.0014]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9801]  arg1_node[0.0196]  arg2_node[0.0003]  none
none[0.4988]  arg1_node[0.4983]  arg2_node[0.0029]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9189]  arg1_node[0.0799]  arg2_node[0.0012]  none
