none[0.9421]  arg1_node[0.0575]  arg2_node[0.0005]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9977]  arg1_node[0.0001]  arg2_node[0.0021]  none
none[0.9977]  arg1_node[0.0001]  arg2_node[0.0021]  none
none[0.9975]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9719]  arg1_node[0.0256]  arg2_node[0.0025]  none
none[0.9975]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9911]  arg1_node[0.0066]  arg2_node[0.0024]  none
none[0.8774]  arg1_node[0.1193]  arg2_node[0.0033]  none
none[0.9975]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9975]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9975]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9975]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9975]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9975]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9975]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9975]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9975]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.7905]  arg1_node[0.1514]  arg2_node[0.0582]  none
none[0.1660]  arg1_node[0.6853]  arg2_node[0.1486]  arg1_node
none[0.9983]  arg1_node[0.0010]  arg2_node[0.0006]  none
none[0.9703]  arg1_node[0.0290]  arg2_node[0.0007]  none
none[0.9983]  arg1_node[0.0010]  arg2_node[0.0006]  none
none[0.9972]  arg1_node[0.0018]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0018]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0018]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0018]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0018]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0018]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0018]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0018]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0018]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0018]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0018]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0018]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0018]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0018]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0018]  arg2_node[0.0011]  none
none[0.1988]  arg1_node[0.0359]  arg2_node[0.7653]  arg2_node
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9957]  arg1_node[0.0013]  arg2_node[0.0030]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9764]  arg1_node[0.0233]  arg2_node[0.0003]  none
none[0.9757]  arg1_node[0.0240]  arg2_node[0.0003]  none
none[0.6291]  arg1_node[0.3701]  arg2_node[0.0007]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.4336]  arg1_node[0.5653]  arg2_node[0.0010]  arg1_node
none[0.8549]  arg1_node[0.1446]  arg2_node[0.0006]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9016]  arg1_node[0.0972]  arg2_node[0.0011]  none
none[0.9691]  arg1_node[0.0287]  arg2_node[0.0022]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0001]  arg2_node[0.0009]  none
none[0.0715]  arg1_node[0.0003]  arg2_node[0.9282]  arg2_node
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9681]  arg1_node[0.0001]  arg2_node[0.0318]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.6457]  arg1_node[0.3215]  arg2_node[0.0329]  none
none[0.2739]  arg1_node[0.7222]  arg2_node[0.0039]  arg1_node
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9691]  arg1_node[0.0287]  arg2_node[0.0022]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0001]  arg2_node[0.0009]  none
none[0.0715]  arg1_node[0.0003]  arg2_node[0.9282]  arg2_node
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9681]  arg1_node[0.0001]  arg2_node[0.0318]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9413]  arg1_node[0.0580]  arg2_node[0.0007]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9977]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9413]  arg1_node[0.0580]  arg2_node[0.0007]  none
none[0.4736]  arg1_node[0.0816]  arg2_node[0.4448]  none
none[0.9747]  arg1_node[0.0250]  arg2_node[0.0003]  none
none[0.9989]  arg1_node[0.0002]  arg2_node[0.0010]  none
none[0.0636]  arg1_node[0.0003]  arg2_node[0.9361]  arg2_node
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9640]  arg1_node[0.0001]  arg2_node[0.0359]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9974]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9965]  arg1_node[0.0001]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0001]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0001]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0001]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0001]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0001]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0001]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0001]  arg2_node[0.0035]  none
none[0.9339]  arg1_node[0.0649]  arg2_node[0.0013]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9339]  arg1_node[0.0649]  arg2_node[0.0013]  none
none[0.9339]  arg1_node[0.0649]  arg2_node[0.0013]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9339]  arg1_node[0.0649]  arg2_node[0.0013]  none
none[0.3443]  arg1_node[0.0668]  arg2_node[0.5889]  arg2_node
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9969]  arg1_node[0.0016]  arg2_node[0.0015]  none
none[0.9714]  arg1_node[0.0280]  arg2_node[0.0005]  none
none[0.9980]  arg1_node[0.0002]  arg2_node[0.0018]  none
none[0.9977]  arg1_node[0.0012]  arg2_node[0.0011]  none
none[0.0360]  arg1_node[0.0002]  arg2_node[0.9639]  arg2_node
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9364]  arg1_node[0.0001]  arg2_node[0.0635]  none
none[0.9976]  arg1_node[0.0001]  arg2_node[0.0024]  none
none[0.3095]  arg1_node[0.6864]  arg2_node[0.0040]  arg1_node
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9737]  arg1_node[0.0242]  arg2_node[0.0021]  none
none[0.9975]  arg1_node[0.0019]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9961]  arg1_node[0.0034]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9991]  arg1_node[0.0001]  arg2_node[0.0008]  none
none[0.0770]  arg1_node[0.0003]  arg2_node[0.9227]  arg2_node
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9705]  arg1_node[0.0000]  arg2_node[0.0294]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
