none[0.8807]  arg1_node[0.0749]  arg2_node[0.0444]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.0593]  arg1_node[0.9287]  arg2_node[0.0120]  arg1_node
none[0.6785]  arg1_node[0.0098]  arg2_node[0.3117]  none
none[0.9818]  arg1_node[0.0012]  arg2_node[0.0170]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0009]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0009]  none
none[0.9983]  arg1_node[0.0008]  arg2_node[0.0008]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9950]  arg1_node[0.0004]  arg2_node[0.0046]  none
none[0.3359]  arg1_node[0.0002]  arg2_node[0.6638]  arg2_node
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9805]  arg1_node[0.0000]  arg2_node[0.0195]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9691]  arg1_node[0.0307]  arg2_node[0.0002]  none
none[0.9977]  arg1_node[0.0018]  arg2_node[0.0006]  none
none[0.9977]  arg1_node[0.0018]  arg2_node[0.0006]  none
none[0.9977]  arg1_node[0.0018]  arg2_node[0.0006]  none
none[0.9977]  arg1_node[0.0018]  arg2_node[0.0006]  none
none[0.9977]  arg1_node[0.0018]  arg2_node[0.0006]  none
none[0.9977]  arg1_node[0.0018]  arg2_node[0.0006]  none
none[0.9977]  arg1_node[0.0018]  arg2_node[0.0006]  none
none[0.9977]  arg1_node[0.0018]  arg2_node[0.0006]  none
none[0.9694]  arg1_node[0.0304]  arg2_node[0.0002]  none
none[0.9888]  arg1_node[0.0108]  arg2_node[0.0004]  none
none[0.9951]  arg1_node[0.0045]  arg2_node[0.0004]  none
none[0.5233]  arg1_node[0.4761]  arg2_node[0.0006]  none
none[0.3874]  arg1_node[0.6108]  arg2_node[0.0018]  arg1_node
none[0.9983]  arg1_node[0.0013]  arg2_node[0.0004]  none
none[0.8786]  arg1_node[0.1205]  arg2_node[0.0009]  none
none[0.9983]  arg1_node[0.0013]  arg2_node[0.0004]  none
none[0.9620]  arg1_node[0.0362]  arg2_node[0.0018]  none
none[0.9966]  arg1_node[0.0029]  arg2_node[0.0005]  none
none[0.9945]  arg1_node[0.0051]  arg2_node[0.0005]  none
none[0.9983]  arg1_node[0.0013]  arg2_node[0.0004]  none
none[0.9991]  arg1_node[0.0002]  arg2_node[0.0007]  none
none[0.0882]  arg1_node[0.0005]  arg2_node[0.9113]  arg2_node
none[0.9981]  arg1_node[0.0001]  arg2_node[0.0019]  none
none[0.9745]  arg1_node[0.0001]  arg2_node[0.0255]  none
none[0.9990]  arg1_node[0.0001]  arg2_node[0.0009]  none
none[0.9981]  arg1_node[0.0001]  arg2_node[0.0019]  none
